CASEID,WEIGHT,WEIGHTPOP,P_PARTYID7,QUALLIFE,HLTHPHYS,HLTHMNTL,SATSOC,ACTSSOC,PHYSACTS,EMOPROBS,FATIGUE,RATEPAIN,FEELA,FEELB,FEELC,FEELD,FEELE,FEELF,FEELG,FEELH,FEELI,FEELJ,STRESS1,STRESS2,STRESS3,STRESS4,LONELY1,LONELY2,LONELY3,SATFIN,FINALTER,FINRELA,GOODLIFE,KIDSSOL,HAPPY,REACT1A,REACT1B,REACT1C,REACT1D,REACT1E,REACT1F,REACT1G,REACT1H,REACT1I,REACT1J,REACT1K,REACT1L,REACT1M,REACT1N,REACT1O,REACT2A,REACT2B,REACT2C,REACT2D,REACT2E,REACT2F,REACT2G,REACT2H,REACT2I,REACT2J,REACT2K,REACT2L,REACT2M,REACT2N,REACT2O,THNGA,THNGB,THNGC,THNGD,THNGE,INFO,CHANGE,Q9,Q10,Q11,Q14,ECONIMPACTA,ECONIMPACTB,ECONIMPACTC,ECONIMPACTD,ECONIMPACTE,ECONIMPACTF,ECONIMPACTG,ECONIMPACTH,ECONIMPACTI,ECONIMPACTJ,ECONIMPACTK,ECONIMPACTL,ECONIMPACTM,ECONIMPACTN,ECONIMPACTO,ECONIMPACTP,ECONIMPACTQ,Q25_1,Q25_2,Q25_3,Q25_4,Q25_DK,Q25_SKP,Q25_REF,Q19,Q20_1,Q20_2,Q20_3,Q20_DK,Q20_SKP,Q20_REF,Q21A,Q21B,Q21C,Q21D,Q21E,Q21F,Q21G,CAREGAPA,CAREGAPB,CAREGAPC,CAREGAPD,CAREGAPE,CAREGAPF,CAREGAPG,CAREGAPH,CAREGAPI,CAREGAPJ,CAREGAPK,CAREGAPL,WHYCAREGAPA,WHYCAREGAPB,WHYCAREGAPC,WHYCAREGAPD,WHYCAREGAPE,WHYCAREGAPF,WHYCAREGAPG,WHYCAREGAPH,WHYCAREGAPI,WHYCAREGAPJ,WHYCAREGAPK,WHYCAREGAPL,TELEHEALTH,CAREGIVEA,CAREGIVEB,CAREGIVEC,CAREGETA,CAREGETB,CAREGETC,FLOYDPROTESTA,FLOYDPROTESTB,FLOYDPROTESTC,FLOYDPROTESTD,STARTDT,ENDDT,DURATION,SURV_MODE,SURV_LANG,DEVICE,GENDER,AGE4,AGE7,EDUC4,MARITAL,EMPLOY,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,HHINCOME,EDU_R3,INC_R3,EMPLOYED,MARRIED,RACETH,AGE_GROUP_R5,HOTSPOT
2162,.743090778,92905.20625,Moderate Republican,Very good,Fair,Very good,Very good,Very good,Completely,Rarely,None,0 - No pain,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Sometimes,Very often,Fairly often,Sometimes,Rarely,Never,Never,More or less satisfied,Better,Below average,Strongly agree,Much better,Very happy,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No, , ,No, , , , , , , , , ,No, , ,No,Yes,No,No,Yes,Often,None,No,No,Yes,"Yes, I receive full pay but do not have to take leave",No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Not sure,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,7/23/2020 10:31:46,7/23/2020 11:09:54,38,Web Interview,English,Desktop,Male,30-44,25-34,BA or above,Married,Working - as a paid employee,Midwest,East North Central,Non-Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Cellphone only,5,0,1,2,0,2,"$30,000 to under $40,000",Bachelors degree or more,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,not a hotspot
3220,.60353353,75457.00843,Lean Democrat,Good,Good,Fair,Good,Good,Completely,Often,Severe,5,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Fairly often,Sometimes,Sometimes,Fairly often,Rarely,Sometimes,Rarely,More or less satisfied,Stayed the same,Below average,Somewhat agree,Somewhat better,Pretty happy,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,No,Yes, ,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Often,Some,No,No,No,"No, I receive no pay",No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No, , , ,Provider decided, ,Provider decided, ,Provider decided, ,Provider decided, , ,Yes,Yes,No,No,Yes,No,No,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,7/24/2020 21:54:00,7/24/2020 22:03:44,10,Web Interview,English,Smartphone,Female,18-29,25-34,Some college,Divorced,Not working - other,Midwest,East North Central,Non-Metro Area,Non-internet household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,4,0,1,0,1,2,"$30,000 to under $40,000",Some college,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",18 to 29,not a hotspot
2272,.319726025,39973.86751,Strong Republican,Very good,Very good,Good,Good,Very good,Completely,Sometimes,Moderate,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Sometimes,Fairly often,Fairly often,Sometimes,Sometimes,Sometimes,Sometimes,More or less satisfied,Better,Average,Neither agree nor disagree,Somewhat better,Pretty happy,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No, , ,Yes,No,Yes,Yes,Yes, ,Yes, ,Yes,Yes, , , ,Yes,No,Yes,No,No,Occasionally,Some,No,No,Yes,"Yes, I receive full pay but do not have to take leave",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,No,Yes,No,No,Yes,No,No,Neither agree nor disagree,Agree,Disagree,Agree,7/23/2020 6:50:05,7/23/2020 6:59:53,10,Web Interview,English,Smartphone,Female,30-44,25-34,BA or above,Married,Working - as a paid employee,Midwest,East North Central,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,4,1,1,0,0,2,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,not a hotspot
3269,.835944109,104514.2292,Lean Republican,Very good,Very good,Very good,Very good,Very good,Mostly,Rarely,Mild,3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Almost never,Fairly often,Fairly often,Fairly often,Sometimes,Sometimes,Sometimes,Satisfied,Better,Above average,Strongly agree,Somewhat better,Very happy,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No, ,No, , , , , ,No, , , , , , , ,No,No,No,No,No,Occasionally,None,No,No,Yes,"No, I receive no pay",No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,No,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,7/22/2020 15:47:45,7/22/2020 15:53:26,6,Web Interview,English,Smartphone,Male,30-44,25-34,BA or above,Never married,Working - self-employed,Midwest,East North Central,Metro Area,Non-internet household,Rented for cash,A one-family house detached from any other house,Cellphone only,1,0,0,0,0,1,"$20,000 to under $30,000",Bachelors degree or more,"Less than $50,000",Employed,Not married,"White, non-Hispanic",30 to 39,not a hotspot
1964,.530514416,66327.76603,Moderate Republican,Very good,Good,Good,Good,Very good,Mostly,Rarely,Moderate,5,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Almost never,Fairly often,Sometimes,Never,Never,Never,Never,More or less satisfied,Better,Average,Somewhat agree,About the same,Pretty happy,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes, , , , , ,No, , ,No, , , , , ,Yes,No,No,Yes,No,No,Often,None,No,No,Yes,SKIPPED ON WEB,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,No,No,No,No,No,No,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,7/22/2020 18:55:55,7/22/2020 19:04:42,9,Web Interview,English,Smartphone,Male,45-59,45-54,Some college,Divorced,Working - self-employed,Midwest,East North Central,Metro Area,Non-internet household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,1,"$150,000 or more",Some college,"$100,000 or more",Employed,Not married,"White, non-Hispanic",40 to 59,not a hotspot
3495,.543786634,67987.13011,Moderate Democrat,Very good,Very good,Good,Very good,Very good,Completely,Sometimes,Moderate,2,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Sometimes,Sometimes,Fairly often,Sometimes,Often,Rarely,Rarely,More or less satisfied,Stayed the same,Above average,Somewhat agree,Somewhat worse,Pretty happy,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No, ,Yes,No,No, , , ,Yes,No,No, , , , ,No,No,Yes,Yes,No,Occasionally,Only a few,No,No,Yes,"No, I receive no pay",No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No, , , , , , , , , ,Both, , ,Yes,No,No,No,No,No,No,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,7/22/2020 17:54:09,7/22/2020 17:59:55,6,Web Interview,English,Smartphone,Female,18-29,25-34,Some college,Divorced,Working - as a paid employee,Midwest,East North Central,Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,1,"$40,000 to under $50,000",Some college,"Less than $50,000",Employed,Not married,"White, non-Hispanic",18 to 29,not a hotspot
3265,.591356726,73934.59889,Moderate Republican,Very good,Good,Very good,Good,Good,Completely,Sometimes,Mild,1,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Almost never,Fairly often,Sometimes,Almost never,Never,Never,Rarely,SKIPPED ON WEB,Stayed the same,Average,Somewhat agree,Somewhat better,Not too happy,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No, , ,Yes,No,Yes,No,No, , , ,Yes, , , , ,Yes,Yes,No,No,No,Occasionally,None,Yes,No,No,"No, I receive no pay",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Not sure,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,8/2/2020 16:46:41,8/2/2020 17:05:31,19,Web Interview,English,Smartphone,Female,30-44,35-44,BA or above,Married,Not working - other,Midwest,East North Central,Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Cellphone only,5,0,2,1,0,2,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Not employed,Married/co-habitating,"White, non-Hispanic",30 to 39,not a hotspot
2760,.420116031,52525.16613,Lean Republican,Good,Good,Good,Good,Good,Moderately,Sometimes,Moderate,8,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,More or less satisfied,Worse,Average,Neither agree nor disagree,Somewhat worse,Pretty happy,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes, ,No, ,Yes, ,No, ,Yes, ,No, ,Yes,Yes, ,No,Yes,No,Yes,No,Yes,Occasionally,Some,No,Yes,No,"Yes, I receive full pay but do not have to take leave",No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,"Some possible symptoms, but no diagnosis by doctor",No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,I decided,I decided,I decided, , ,I decided, ,I decided, ,I decided,I decided,I decided,No,Yes,Yes,No,Yes,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,7/22/2020 18:48:53,7/22/2020 18:57:07,9,Web Interview,English,Smartphone,Female,18-29,25-34,BA or above,Never married,Not working - looking for work,Midwest,East North Central,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"Under $10,000",Bachelors degree or more,"Less than $50,000",Not employed,Not married,Hispanic,18 to 29,not a hotspot
901,.151001061,18878.96494,Moderate Democrat,Good,Fair,Good,Very good,Good,A little,Sometimes,Mild,3,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Sometimes,Very often,Fairly often,Almost never,Never,Rarely,Never,More or less satisfied,Better,Below average,Somewhat agree,No children,Pretty happy,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No, ,Yes,No,No,Yes,Yes, ,No, ,No, ,No,No,Yes,No,No,Yes,No,No,Occasionally,None,No,Yes,Yes,"Yes, I receive full pay but do not have to take leave",No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No, , , ,Both, , , , , , , , ,Yes,No,No,No,No,No,No,Strongly agree,Disagree,Strongly agree,Strongly disagree,7/22/2020 15:52:19,7/22/2020 16:02:30,10,Web Interview,English,Smartphone,Female,30-44,25-34,Some college,Married,Working - as a paid employee,Midwest,East North Central,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,2,0,0,0,0,2,"$40,000 to under $50,000",Some college,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,not a hotspot
1049,4.111054307,513986.1235,Moderate Republican,Very good,Good,Very good,Fair,Good,Completely,Rarely,Moderate,1,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Never,Very often,Fairly often,Never,Never,Never,Rarely,Satisfied,Stayed the same,Average,Somewhat agree,Somewhat better,Pretty happy,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No, , ,Yes, , , ,No,No,Yes, , , , , , ,No,No,Yes,No,No,Occasionally,Only a few,No,No,Yes,"Yes, I use paid leave",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,No,No,No,No,No,No,Agree,Agree,Agree,Neither agree nor disagree,7/23/2020 13:53:04,7/23/2020 14:00:25,7,Web Interview,English,Desktop,Male,18-29,18-24,Some college,Never married,Working - as a paid employee,Midwest,East North Central,Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Cellphone only,3,0,0,0,0,3,"$50,000 to under $75,000",Some college,"$50,000 to under $100,000",Employed,Not married,"White, non-Hispanic",18 to 29,not a hotspot
1720,1.355556921,169479.0181,Moderate Republican,Good,Good,Very good,Very good,Good,Mostly,Rarely,Mild,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fairly often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,More or less satisfied,Stayed the same,Above average,Somewhat agree,About the same,Pretty happy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Often,Some,No,No,Yes,"No, I receive no pay",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,"No symptoms or signs, or tested as not having the disease",Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,No,No,No,No,No,No,Agree,Agree,Agree,Disagree,7/27/2020 19:28:44,7/27/2020 19:37:42,9,Web Interview,English,Smartphone,Female,18-29,18-24,Some college,Never married,Working - as a paid employee,Midwest,East North Central,Metro Area,Non-internet household,Rented for cash,A building with 2 or more apartments,Cellphone only,4,0,0,0,0,4,"$30,000 to under $40,000",Some college,"Less than $50,000",Employed,Not married,"White, non-Hispanic",18 to 29,not a hotspot
3043,.415205428,51911.21601,Lean Republican,Very good,Excellent,Excellent,Good,Good,Completely,Rarely,None,4,Yes,No,No,No,No,No,Yes,No,Yes,No,Never,Very often,Very often,Never,Sometimes,Never,Never,More or less satisfied,Stayed the same,Far below average,Somewhat agree,No children,Very happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , , ,No,Yes,No,No,No,Never,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,"Some possible symptoms, but no diagnosis by doctor",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,No,No,No,No,No,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7/29/2020 0:17:24,8/5/2020 17:24:33,23,Phone interview,English,Phone interview (not online),Male,45-59,45-54,BA or above,Never married,Not working - disabled,Midwest,East North Central,Metro Area,Non-internet household,Rented for cash,A building with 2 or more apartments,Landline telephone only,1,0,0,0,0,1,"Under $10,000",Bachelors degree or more,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",40 to 59,not a hotspot
194,.177649228,22210.66204,Moderate Democrat,Very good,Very good,Good,Very good,Good,Mostly,Rarely,Moderate,4,No,Yes,Yes,No,No,No,No,No,No,No,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,More or less satisfied,Worse,Average,Neither agree nor disagree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , , ,No,No,No,No,No,Occasionally,None,No,No,No,"Yes, I receive full pay but do not have to take leave",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,No,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,7/23/2020 19:05:17,7/23/2020 20:14:38,8,Web Interview,English,Smartphone,Female,30-44,25-34,BA or above,Never married,Not working - on temporary layoff from a job,Midwest,East North Central,Metro Area,Internet Household,Rented for cash,A one-family house attached to one or more houses,Cellphone only,6,0,0,4,1,2,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Not employed,Not married,"African American, non-Hispanic",30 to 39,not a hotspot
1405,.590500985,73827.60954,Moderate Democrat,Good,Fair,Very good,Good,Good,Mostly,Rarely,Moderate,3,No,No,No,No,No,Yes,No,No,No,No,Almost never,Fairly often,Sometimes,Never,Sometimes,Sometimes,Rarely,More or less satisfied,Worse,Far below average,Neither agree nor disagree,Much better,Pretty happy,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No, ,No, ,Yes,Yes, , , , , , ,No,No,No,No,No,Occasionally,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, , , , ,Provider decided, , ,Provider decided, , , , ,Not sure,No,No,No,No,No,No,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,7/22/2020 15:38:54,7/22/2020 15:48:54,10,Web Interview,English,Smartphone,Male,45-59,45-54,BA or above,Divorced,Working - as a paid employee,Midwest,East North Central,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,1,0,0,0,0,1,"$40,000 to under $50,000",Bachelors degree or more,"Less than $50,000",Employed,Not married,"White, non-Hispanic",40 to 59,not a hotspot
2627,.773012791,96646.21735,Lean Democrat,Good,Fair,Very good,Good,Good,Moderately,Rarely,Mild,3,Yes,No,No,No,Yes,No,No,No,No,No,Sometimes,Sometimes,Almost never,Almost never,Rarely,Rarely,Rarely,More or less satisfied,Stayed the same,Average,Somewhat agree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , , ,No,Yes,Yes,No,No,Often,Some,No,No,No,"Yes, I use paid leave",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes, , , , ,Provider decided,Provider decided, ,Provider decided,Provider decided, ,Provider decided,Provider decided,Yes,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,7/22/2020 16:00:51,7/22/2020 16:43:12,43,Web Interview,English,Desktop,Male,60+,75+,HS graduate or equivalent,Married,Not working - retired,Midwest,East North Central,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,1,0,0,0,0,1,"$20,000 to under $30,000",High school diploma or less,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",65 or older,not a hotspot
1135,.145343171,18171.585,Lean Democrat,Good,Very good,Very good,Very good,Very good,Completely,Sometimes,Severe,0 - No pain,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Almost never,Fairly often,Sometimes,Almost never,Never,Never,Never,Not at all satisfied,Stayed the same,Below average,Strongly disagree,About the same,Not too happy,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes, , ,Yes,Yes,No,No,Yes, ,Yes, ,No,No,No,Yes,No,No,No,Yes,No,No,Often,Some,No,No,Yes,"Yes, I receive full pay but do not have to take leave",No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,No,No,No,No,No,No,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,7/24/2020 9:53:05,7/24/2020 10:02:31,10,Web Interview,English,Smartphone,Female,30-44,25-34,Some college,Never married,Working - as a paid employee,Midwest,East North Central,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,2,0,0,0,0,2,"$20,000 to under $30,000",Some college,"Less than $50,000",Employed,Not married,"White, non-Hispanic",30 to 39,not a hotspot
2014,.493179181,61659.91406,Lean Republican,Very good,Very good,Very good,Very good,Very good,Completely,Never,None,1,No,No,No,No,Yes,No,No,No,Yes,No,Never,Very often,Fairly often,Never,Never,Never,Never,Satisfied,Stayed the same,Above average,Neither agree nor disagree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , , ,No,Yes,No,No,No,Most of the time,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,No,No,No,No,No,No,Strongly agree,Agree,Neither agree nor disagree,Disagree,7/22/2020 17:23:36,7/22/2020 17:33:47,10,Web Interview,English,Desktop,Male,30-44,35-44,BA or above,Divorced,Working - self-employed,Midwest,East North Central,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,1,0,0,0,0,1,"$50,000 to under $75,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Not married,"White, non-Hispanic",40 to 59,not a hotspot
3318,1.249506539,156220.0288,Lean Republican,Very good,Good,Excellent,Good,Good,Moderately,Rarely,None,2,No,No,No,No,Yes,Yes,No,No,No,Yes,Almost never,Very often,Sometimes,Almost never,Sometimes,Sometimes,Often,More or less satisfied,Stayed the same,Average,Somewhat agree,Somewhat worse,Pretty happy,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No, , , ,Yes, ,Yes, , , , ,No, , , , ,No,Yes,Yes,No,Yes,Often,Some,No,No,Yes,"No, I receive no pay",Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, , , , , , , ,Provider decided, , , , ,Yes,Yes,No,No,No,No,No,Strongly agree,Strongly agree,Agree,Agree,7/22/2020 22:09:04,7/22/2020 22:24:15,15,Web Interview,English,Smartphone,Male,45-59,55-64,BA or above,Married,Not working - retired,Midwest,East North Central,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,1,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Not employed,Married/co-habitating,"White, non-Hispanic",40 to 59,not a hotspot
